scenario,pv_kwp,battery_kwh,capex_per_kwh,annual_savings,cycles_per_year,capex,npv,irr,payback_years,lifetime_years
east-west,0.0,20.0,150.0,325.22031744935146,137.489587258602,3400.0,851.1319714365274,0.030894296051054593,11.61321306777866,15.0
east-west,0.0,20.0,200.0,325.22031744935146,137.489587258602,4400.0,-148.86802856347262,-0.004480256538624359,Inf,15.0
east-west,0.0,20.0,250.0,325.22031744935146,137.489587258602,5400.0,-1148.8680285634725,-0.029806305296273254,Inf,15.0
east-west,0.0,20.0,300.0,325.22031744935146,137.489587258602,6400.0,-2148.8680285634728,-0.049286771767349156,Inf,15.0
east-west,0.0,20.0,350.0,325.22031744935146,137.489587258602,7400.0,-3148.8680285634737,-0.06498879394506096,Inf,15.0
east-west,0.0,20.0,400.0,325.22031744935146,137.489587258602,8400.0,-4148.868028563473,-0.07806821392080712,Inf,15.0
east-west,0.0,30.0,100.0,379.1966622784407,107.733639717798,3400.0,1556.6861846660233,0.05421982000739939,9.784064178152832,15.0
east-west,0.0,30.0,150.0,379.1966622784407,107.733639717798,4900.0,56.686184666023564,0.0015127171205232932,14.801642940499894,15.0
east-west,0.0,30.0,200.0,379.1966622784407,107.733639717798,6400.0,-1443.3138153339771,-0.03173702198444039,Inf,15.0
east-west,0.0,30.0,250.0,379.1966622784407,107.733639717798,7900.0,-2943.313815333976,-0.05555016010843906,Inf,15.0
east-west,0.0,30.0,300.0,379.1966622784407,107.733639717798,9400.0,-4443.313815333978,-0.07389013738167755,Inf,15.0
east-west,0.0,30.0,350.0,379.1966622784407,107.733639717798,10900.0,-5943.313815333977,-0.08869467364770331,Inf,15.0
east-west,0.0,30.0,400.0,379.1966622784407,107.733639717798,12400.0,-7443.313815333979,-0.10104448247726217,Inf,15.0
east-west,3.0,5.0,100.0,258.56871091883966,263.74168544268247,900.0,2479.8925061666696,0.26073126964816307,3.574058817412468,15.0
east-west,3.0,5.0,150.0,258.56871091883966,263.74168544268247,1150.0,2229.8925061666696,0.19308853314061702,4.6136037449150775,15.0
east-west,3.0,5.0,200.0,258.56871091883966,263.74168544268247,1400.0,1979.8925061666698,0.14733436067958783,5.675348315931991,15.0
east-west,3.0,5.0,250.0,258.56871091883966,263.74168544268247,1650.0,1729.8925061666694,0.11369422957028741,6.760182168171205,15.0
east-west,3.0,5.0,300.0,258.56871091883966,263.74168544268247,1900.0,1479.8925061666694,0.08754573203555527,7.869022005084935,15.0
east-west,3.0,5.0,350.0,258.56871091883966,263.74168544268247,2150.0,1229.8925061666698,0.06640272212423035,9.002869724557016,15.0
east-west,3.0,5.0,400.0,258.56871091883966,263.74168544268247,2400.0,979.8925061666697,0.04879926946587483,10.165843060548942,15.0
east-west,3.0,7.5,100.0,314.85379828989153,229.82867765882332,1150.0,2965.6255511214667,0.2463524865379031,3.7565819612527966,15.0
east-west,3.0,7.5,150.0,314.85379828989153,229.82867765882332,1525.0,2590.6255511214663,0.17243700434298026,5.043762368394198,15.0
east-west,3.0,7.5,200.0,314.85379828989153,229.82867765882332,1900.0,2215.6255511214663,0.12471895842487804,6.36876301111652,15.0
east-west,3.0,7.5,250.0,314.85379828989153,229.82867765882332,2275.0,1840.6255511214658,0.09054456866901536,7.727835415862328,15.0
east-west,3.0,7.5,300.0,314.85379828989153,229.82867765882332,2650.0,1465.6255511214658,0.06440587922198227,9.12472949618531,15.0
east-west,3.0,7.5,350.0,314.85379828989153,229.82867765882332,3025.0,1090.6255511214658,0.043492347275253515,10.564544747947725,15.0
east-west,3.0,7.5,400.0,314.85379828989153,229.82867765882332,3400.0,715.6255511214663,0.026204968969965367,12.043963622504473,15.0
east-west,3.0,10.0,100.0,348.02858198678814,200.48073754327714,1400.0,3149.2712246926812,0.21919993107917207,4.152939056573297,15.0
east-west,3.0,10.0,150.0,348.02858198678814,200.48073754327714,1900.0,2649.2712246926812,0.1455519310207819,5.725021010085827,15.0
east-west,3.0,10.0,200.0,348.02858198678814,200.48073754327714,2400.0,2149.2712246926812,0.09903180432785913,7.348177760961552,15.0
east-west,3.0,10.0,250.0,348.02858198678814,200.48073754327714,2900.0,1649.2712246926815,0.06605320534305512,9.024032522077867,15.0
east-west,3.0,10.0,300.0,348.02858198678814,200.48073754327714,3400.0,1149.2712246926812,0.04095952066827574,10.762420321725658,15.0
east-west,3.0,10.0,350.0,348.02858198678814,200.48073754327714,3900.0,649.2712246926815,0.020936890626003846,12.563021475431604,15.0
east-west,3.0,10.0,400.0,348.02858198678814,200.48073754327714,4400.0,149.27122469268193,0.004409563102147958,14.430890121232466,15.0
east-west,3.0,15.0,100.0,393.9048402904939,163.73228435692275,1900.0,3248.944793473133,0.1734097323497894,5.0216167692200155,15.0
east-west,3.0,15.0,150.0,393.9048402904939,163.73228435692275,2650.0,2498.9447934731324,0.10362890905583522,7.154113460818061,15.0
east-west,3.0,15.0,200.0,393.9048402904939,163.73228435692275,3400.0,1748.944793473133,0.0603034273211369,9.382507095994418,15.0
east-west,3.0,15.0,250.0,393.9048402904939,163.73228435692275,4150.0,998.9447934731334,0.029768915452538007,11.71448061386683,15.0
east-west,3.0,15.0,300.0,393.9048402904939,163.73228435692275,4900.0,248.9447934731324,0.0065743263083822435,14.161415809479681,15.0
east-west,3.0,15.0,350.0,393.9048402904939,163.73228435692275,5650.0,-501.05520652686783,-0.011933614444211343,Inf,15.0
east-west,3.0,15.0,400.0,393.9048402904939,163.73228435692275,6400.0,-1251.055206526869,-0.027222838478370252,Inf,15.0
east-west,3.0,30.0,100.0,480.03269003544824,107.95834761275941,3400.0,2874.768845775395,0.09414146603415466,7.563429601770414,15.0
east-west,3.0,30.0,150.0,480.03269003544824,107.95834761275941,4900.0,1374.7688457753943,0.034402193259271546,11.304978301587404,15.0
east-west,3.0,30.0,200.0,480.03269003544824,107.95834761275941,6400.0,-125.23115422460569,-0.00258069853798622,Inf,15.0
east-west,3.0,30.0,250.0,480.03269003544824,107.95834761275941,7900.0,-1625.231154224605,-0.02875130005244534,Inf,15.0
east-west,3.0,30.0,300.0,480.03269003544824,107.95834761275941,9400.0,-3125.231154224605,-0.048737932453349286,Inf,15.0
east-west,3.0,30.0,350.0,480.03269003544824,107.95834761275941,10900.0,-4625.231154224606,-0.06477066345886048,Inf,15.0
east-west,3.0,30.0,400.0,480.03269003544824,107.95834761275941,12400.0,-6125.231154224604,-0.0780796729391516,Inf,15.0
east-west,6.0,2.5,100.0,179.71569083319105,330.2046618114937,650.0,1699.1617161611146,0.24923457950513686,3.7186885010374056,15.0
east-west,6.0,2.5,150.0,179.71569083319105,330.2046618114937,775.0,1574.161716161114,0.2008992051352379,4.467031428256467,15.0
east-west,6.0,2.5,200.0,179.71569083319105,330.2046618114937,900.0,1449.1617161611146,0.16470458215249434,5.225627965790577,15.0
east-west,6.0,2.5,250.0,179.71569083319105,330.2046618114937,1025.0,1324.1617161611146,0.1362786188777454,5.995101412952105,15.0
east-west,6.0,2.5,300.0,179.71569083319105,330.2046618114937,1150.0,1199.1617161611146,0.11315763075316676,6.780178428687382,15.0
east-west,6.0,2.5,350.0,179.71569083319105,330.2046618114937,1275.0,1074.1617161611146,0.09384252168452115,7.576893281211123,15.0
east-west,6.0,2.5,400.0,179.71569083319105,330.2046618114937,1400.0,949.1617161611146,0.0773653108674898,8.385810498215763,15.0
east-west,6.0,7.5,100.0,384.42730435423096,266.3227806736503,1150.0,3875.0587572467502,0.3099841318413519,3.054253384322422,15.0
east-west,6.0,7.5,150.0,384.42730435423096,266.3227806736503,1525.0,3500.0587572467502,0.22299325405045684,4.092531238312187,15.0
east-west,6.0,7.5,200.0,384.42730435423096,266.3227806736503,1900.0,3125.0587572467502,0.1677317554041428,5.153173513920725,15.0
east-west,6.0,7.5,250.0,384.42730435423096,266.3227806736503,2275.0,2750.0587572467502,0.12866808153506315,6.23707710222036,15.0
east-west,6.0,7.5,300.0,384.42730435423096,266.3227806736503,2650.0,2375.0587572467502,0.09910174634834443,7.345166187454375,15.0
east-west,6.0,7.5,350.0,384.42730435423096,266.3227806736503,3025.0,2000.05875724675,0.0756469312221304,8.478392987495019,15.0
east-west,6.0,7.5,400.0,384.42730435423096,266.3227806736503,3400.0,1625.05875724675,0.05639526069534548,9.637738513156872,15.0
east-west,6.0,12.5,100.0,502.9827740264165,225.0980993632592,1650.0,4924.761898381504,0.27923802041692847,3.3612763757111916,15.0
east-west,6.0,12.5,150.0,502.9827740264165,225.0980993632592,2275.0,4299.761898381504,0.18890889083369522,4.695411819554646,15.0
east-west,6.0,12.5,200.0,502.9827740264165,225.0980993632592,2900.0,3674.7618983815037,0.134023966762088,6.065162889841727,15.0
east-west,6.0,12.5,250.0,502.9827740264165,225.0980993632592,3525.0,3049.7618983815037,0.09606997265338346,7.4774297478658385,15.0
east-west,6.0,12.5,300.0,502.9827740264165,225.0980993632592,4150.0,2424.761898381503,0.0676848329880118,8.92732134108217,15.0
east-west,6.0,12.5,350.0,502.9827740264165,225.0980993632592,4775.0,1799.7618983815032,0.04532202735775167,10.424695578219124,15.0
east-west,6.0,12.5,400.0,502.9827740264165,225.0980993632592,5400.0,1174.7618983815041,0.027042443892098846,11.964770127201593,15.0
east-west,6.0,15.0,100.0,543.822854613895,208.0063992611674,1900.0,5208.604844182429,0.25959039687686297,3.5879616030276136,15.0
east-west,6.0,15.0,150.0,543.822854613895,208.0063992611674,2650.0,4458.60484418243,0.17102132675914156,5.076278982987054,15.0
east-west,6.0,15.0,200.0,543.822854613895,208.0063992611674,3400.0,3708.6048441824296,0.11768524623362392,6.614279623598501,15.0
east-west,6.0,15.0,250.0,543.822854613895,208.0063992611674,4150.0,2958.6048441824296,0.08091780438624306,8.19901261301202,15.0
east-west,6.0,15.0,300.0,543.822854613895,208.0063992611674,4900.0,2208.60484418243,0.053447069167094644,9.836793984091432,15.0
east-west,6.0,15.0,350.0,543.822854613895,208.0063992611674,5650.0,1458.6048441824291,0.03180647399411519,11.531988792730061,15.0
east-west,6.0,15.0,400.0,543.822854613895,208.0063992611674,6400.0,708.6048441824289,0.01411167231451367,13.285632245788351,15.0
east-west,6.0,25.0,100.0,627.4437642924722,152.1989988411719,2900.0,5301.659316926332,0.18361241080995905,4.802647128689966,15.0
east-west,6.0,25.0,150.0,627.4437642924722,152.1989988411719,4150.0,4051.6593169263338,0.1068296550937668,7.023516448377048,15.0
east-west,6.0,25.0,200.0,627.4437642924722,152.1989988411719,5400.0,2801.659316926333,0.060775741838255556,9.352309293689455,15.0
east-west,6.0,25.0,250.0,627.4437642924722,152.1989988411719,6650.0,1551.6593169263335,0.028903247049330158,11.793183540660873,15.0
east-west,6.0,25.0,300.0,627.4437642924722,152.1989988411719,7900.0,301.6593169263341,0.004957608634746804,14.362064344985264,15.0
east-west,6.0,25.0,350.0,627.4437642924722,152.1989988411719,9150.0,-948.3406830736674,-0.014010598039685986,Inf,15.0
east-west,6.0,25.0,400.0,627.4437642924722,152.1989988411719,10400.0,-2198.3406830736662,-0.02959953770472913,Inf,15.0
east-west,9.0,2.5,100.0,183.32518559868043,338.989328916157,650.0,1746.3433889380449,0.2551478352817229,3.6430272677823115,15.0
east-west,9.0,2.5,150.0,183.32518559868043,338.989328916157,775.0,1621.3433889380449,0.20603053323494797,4.374978907420206,15.0
east-west,9.0,2.5,200.0,183.32518559868043,338.989328916157,900.0,1496.3433889380449,0.16928859640335298,5.116546637610676,15.0
east-west,9.0,2.5,250.0,183.32518559868043,338.989328916157,1025.0,1371.3433889380449,0.14045909802008733,5.8708699003027744,15.0
east-west,9.0,2.5,300.0,183.32518559868043,338.989328916157,1150.0,1246.3433889380449,0.11702848178958439,6.637952207137625,15.0
east-west,9.0,2.5,350.0,183.32518559868043,338.989328916157,1275.0,1121.3433889380449,0.09746822356252546,7.415989614417921,15.0
east-west,9.0,2.5,400.0,183.32518559868043,338.989328916157,1400.0,996.3433889380449,0.08079195224349628,8.205526277719178,15.0
east-west,9.0,5.0,100.0,318.0141209116957,309.6409818152567,900.0,3256.935850068882,0.32971649335005626,2.8851135039715947,15.0
east-west,9.0,5.0,150.0,318.0141209116957,309.6409818152567,1150.0,3006.9358500688813,0.24928614023158835,3.7180167520388654,15.0
east-west,9.0,5.0,200.0,318.0141209116957,309.6409818152567,1400.0,2756.935850068881,0.19565496693212703,4.5645557372184316,15.0
east-west,9.0,5.0,250.0,318.0141209116957,309.6409818152567,1650.0,2506.935850068881,0.1567022796419245,5.425356614857622,15.0
east-west,9.0,5.0,300.0,318.0141209116957,309.6409818152567,1900.0,2256.935850068881,0.1267330653138105,6.3010654184740815,15.0
east-west,9.0,5.0,350.0,318.0141209116957,309.6409818152567,2150.0,2006.9358500688809,0.10270843148564032,7.19234861032026,15.0
east-west,9.0,5.0,400.0,318.0141209116957,309.6409818152567,2400.0,1756.9358500688809,0.0828510528610763,8.099893646140805,15.0
east-west,9.0,10.0,100.0,494.52466950688137,268.589166754841,1400.0,5064.201405658452,0.32959562614350024,2.8860905204923113,15.0
east-west,9.0,10.0,150.0,494.52466950688137,268.589166754841,1900.0,4564.201405658452,0.231853689403897,3.9580120119513724,15.0
east-west,9.0,10.0,200.0,494.52466950688137,268.589166754841,2400.0,4064.2014056584517,0.17197167023183277,5.054412939052157,15.0
east-west,9.0,10.0,250.0,494.52466950688137,268.589166754841,2900.0,3564.2014056584517,0.13052924350337886,6.176482971997224,15.0
east-west,9.0,10.0,300.0,494.52466950688137,268.589166754841,3400.0,3064.201405658452,0.09958666355279083,7.324337449044567,15.0
east-west,9.0,10.0,350.0,494.52466950688137,268.589166754841,3900.0,2564.201405658452,0.07526856249579673,8.498977955154235,15.0
east-west,9.0,10.0,400.0,494.52466950688137,268.589166754841,4400.0,2064.2014056584517,0.05544258403447026,9.701436217261282,15.0
east-west,9.0,12.5,100.0,559.8633218751982,251.01666889150619,1650.0,5668.278531687904,0.31519847294024195,3.00716950011495,15.0
east-west,9.0,12.5,150.0,559.8633218751982,251.01666889150619,2275.0,5043.278531687905,0.21647940923671732,4.197209505404089,15.0
east-west,9.0,12.5,200.0,559.8633218751982,251.01666889150619,2900.0,4418.278531687905,0.15707314744835682,5.415827915948631,15.0
east-west,9.0,12.5,250.0,559.8633218751982,251.01666889150619,3525.0,3793.2785316879053,0.11630692105202112,6.664112046912981,15.0
east-west,9.0,12.5,300.0,559.8633218751982,251.01666889150619,4150.0,3168.2785316879053,0.0860025160421184,7.943181690962946,15.0
east-west,9.0,12.5,350.0,559.8633218751982,251.01666889150619,4775.0,2543.2785316879053,0.06224286978305024,9.259377541855851,15.0
east-west,9.0,12.5,400.0,559.8633218751982,251.01666889150619,5400.0,1918.2785316879051,0.04289789390795415,10.610535035820291,15.0
east-west,9.0,20.0,100.0,704.1077050330387,212.195704225145,2400.0,6803.775458053626,0.26716491669712006,3.4974218137212394,15.0
east-west,9.0,20.0,150.0,704.1077050330387,212.195704225145,3400.0,5803.775458053626,0.1731511817852583,5.027487513282338,15.0
east-west,9.0,20.0,200.0,704.1077050330387,212.195704225145,4400.0,4803.775458053627,0.11777924730554838,6.610902134518223,15.0
east-west,9.0,20.0,250.0,704.1077050330387,212.195704225145,5400.0,3803.7754580536266,0.0800550149530738,8.243819189255092,15.0
east-west,9.0,20.0,300.0,704.1077050330387,212.195704225145,6400.0,2803.7754580536257,0.05206900672723772,9.931824499361404,15.0
east-west,9.0,20.0,350.0,704.1077050330387,212.195704225145,7400.0,1803.7754580536257,0.03012533861664502,11.682280373710421,15.0
east-west,9.0,20.0,400.0,704.1077050330387,212.195704225145,8400.0,803.7754580536258,0.01224129452746206,13.495580465897234,15.0
east-west,9.0,25.0,100.0,768.2155147701613,190.78956755191706,2900.0,7141.763569404311,0.23683308593623442,3.886729103046479,15.0
east-west,9.0,25.0,150.0,768.2155147701613,190.78956755191706,4150.0,5891.763569404311,0.14782669888801472,5.661750166093399,15.0
east-west,9.0,25.0,200.0,768.2155147701613,190.78956755191706,5400.0,4641.763569404311,0.09552196638563024,7.5017178997004,15.0
east-west,9.0,25.0,250.0,768.2155147701613,190.78956755191706,6650.0,3391.763569404312,0.05983844519362714,9.412370669485304,15.0
east-west,9.0,25.0,300.0,768.2155147701613,190.78956755191706,7900.0,2141.7635694043115,0.03330943890414142,11.399809640270945,15.0
east-west,9.0,25.0,350.0,768.2155147701613,190.78956755191706,9150.0,891.7635694043103,0.012462596290901844,13.470518938497538,15.0
east-west,9.0,25.0,400.0,768.2155147701613,190.78956755191706,10400.0,-358.2364305956895,-0.00456211454221906,Inf,15.0
east-west,12.0,5.0,100.0,323.42416760876495,317.3017374821394,900.0,3327.6535182061352,0.3359147854560069,2.8358219513434473,15.0
east-west,12.0,5.0,150.0,323.42416760876495,317.3017374821394,1150.0,3077.6535182061352,0.2542967816706915,3.6537477208343647,15.0
east-west,12.0,5.0,200.0,323.42416760876495,317.3017374821394,1400.0,2827.6535182061352,0.19993377608047913,4.484718431374331,15.0
east-west,12.0,5.0,250.0,323.42416760876495,317.3017374821394,1650.0,2577.6535182061352,0.16048835022198316,5.329342362202545,15.0
east-west,12.0,5.0,300.0,323.42416760876495,317.3017374821394,1900.0,2327.6535182061352,0.13016567694292908,6.188247187153954,15.0
east-west,12.0,5.0,350.0,323.42416760876495,317.3017374821394,2150.0,2077.6535182061352,0.1058752258156789,7.062080512931284,15.0
east-west,12.0,5.0,400.0,323.42416760876495,317.3017374821394,2400.0,1827.653518206135,0.08581053420722234,7.952480222644247,15.0
east-west,12.0,10.0,100.0,514.137052059742,284.04109000418487,1400.0,5320.565544161251,0.34402538920558523,2.7736457206543923,15.0
east-west,12.0,10.0,150.0,514.137052059742,284.04109000418487,1900.0,4820.565544161251,0.24294343486569675,3.802293994683117,15.0
east-west,12.0,10.0,200.0,514.137052059742,284.04109000418487,2400.0,4320.565544161251,0.18121183463894558,4.852614024286252,15.0
east-west,12.0,10.0,250.0,514.137052059742,284.04109000418487,2900.0,3820.5655441612507,0.13860418492642448,5.925478439106557,15.0
east-west,12.0,10.0,300.0,514.137052059742,284.04109000418487,3400.0,3320.5655441612516,0.10686160297202144,7.022231081822412,15.0
east-west,12.0,10.0,350.0,514.137052059742,284.04109000418487,3900.0,2820.5655441612516,0.08195977268459498,8.14537206314751,15.0
east-west,12.0,10.0,400.0,514.137052059742,284.04109000418487,4400.0,2320.5655441612516,0.06168825134664695,9.294354604276041,15.0
east-west,12.0,15.0,100.0,652.4230637232184,256.25388436985475,1900.0,6628.177350199789,0.31941365079396744,2.97065886567628,15.0
east-west,12.0,15.0,150.0,652.4230637232184,256.25388436985475,2650.0,5878.1773501997895,0.21659236235759172,4.195355406319175,15.0
east-west,12.0,15.0,200.0,652.4230637232184,256.25388436985475,3400.0,5128.1773501997895,0.15572163654740045,5.450683599926043,15.0
east-west,12.0,15.0,250.0,652.4230637232184,256.25388436985475,4150.0,4378.1773501997895,0.11431462670349213,6.737176644664586,15.0
east-west,12.0,15.0,300.0,652.4230637232184,256.25388436985475,4900.0,3628.17735019979,0.08369554865190645,8.057143094731519,15.0
east-west,12.0,15.0,350.0,652.4230637232184,256.25388436985475,5650.0,2878.1773501997905,0.05977138904840325,9.416688424567688,15.0
east-west,12.0,15.0,400.0,652.4230637232184,256.25388436985475,6400.0,2128.1773501997905,0.040338525656219655,10.811709930675919,15.0
east-west,12.0,20.0,100.0,762.313997690189,234.19260180975812,2400.0,7564.621624105778,0.2926402812467631,3.2208996401231547,15.0
