scenario,pv_kwp,battery_kwh,capex_per_kwh,annual_savings,cycles_per_year,capex,npv,irr,payback_years,lifetime_years
lossy,0.0,2.5,250.0,70.42535881328149,198.4003355573828,1025.0,-104.43176244622026,-0.013765366186332869,Inf,15.0
lossy,0.0,2.5,300.0,70.42535881328149,198.4003355573828,1150.0,-229.43176244622035,-0.027822280465458156,Inf,15.0
lossy,0.0,2.5,350.0,70.42535881328149,198.4003355573828,1275.0,-354.4317624462205,-0.039882717720754565,Inf,15.0
lossy,0.0,2.5,400.0,70.42535881328149,198.4003355573828,1400.0,-479.4317624462207,-0.0504084877328342,Inf,15.0
lossy,0.0,7.5,100.0,154.98878806303765,163.5045979329197,1150.0,875.9428971610616,0.08582726831308712,7.951669070697992,15.0
lossy,0.0,7.5,150.0,154.98878806303765,163.5045979329197,1525.0,500.94289716106175,0.039880969471953395,10.848225214768833,15.0
lossy,0.0,7.5,200.0,154.98878806303765,163.5045979329197,1900.0,125.9428971610616,0.008543278120031292,13.923342078510238,15.0
lossy,0.0,7.5,250.0,154.98878806303765,163.5045979329197,2275.0,-249.05710283893836,-0.014825563028579777,Inf,15.0
lossy,0.0,7.5,300.0,154.98878806303765,163.5045979329197,2650.0,-624.0571028389379,-0.033259276369768775,Inf,15.0
lossy,0.0,7.5,350.0,154.98878806303765,163.5045979329197,3025.0,-999.0571028389381,-0.0483710298203477,Inf,15.0
lossy,0.0,7.5,400.0,154.98878806303765,163.5045979329197,3400.0,-1374.0571028389381,-0.061111005723020126,Inf,15.0
lossy,0.0,12.5,100.0,198.12744832401245,130.47326301786205,1650.0,939.8318302961468,0.06614572182548947,9.018423921837142,15.0
lossy,0.0,12.5,150.0,198.12744832401245,130.47326301786205,2275.0,314.83183029614656,0.017519995275963488,12.915418408351657,15.0
lossy,0.0,12.5,200.0,198.12744832401245,130.47326301786205,2900.0,-310.168169703854,-0.01447287956099677,Inf,15.0
lossy,0.0,12.5,250.0,198.12744832401245,130.47326301786205,3525.0,-935.1681697038541,-0.0378803136905555,Inf,15.0
lossy,0.0,12.5,300.0,198.12744832401245,130.47326301786205,4150.0,-1560.1681697038537,-0.05613565225597658,Inf,15.0
lossy,0.0,12.5,350.0,198.12744832401245,130.47326301786205,4775.0,-2185.1681697038543,-0.07099161292316873,Inf,15.0
lossy,0.0,12.5,400.0,198.12744832401245,130.47326301786205,5400.0,-2810.1681697038534,-0.08345330400432119,Inf,15.0
lossy,0.0,15.0,100.0,214.57915319229187,119.23648499820028,1900.0,904.8810286325103,0.05621130460539911,9.649992182299702,15.0
lossy,0.0,15.0,150.0,214.57915319229187,119.23648499820028,2650.0,154.88102863250995,0.007548047189219406,14.04226438531395,15.0
lossy,0.0,15.0,200.0,214.57915319229187,119.23648499820028,3400.0,-595.1189713674906,-0.024208159349902926,Inf,15.0
lossy,0.0,15.0,250.0,214.57915319229187,119.23648499820028,4150.0,-1345.1189713674908,-0.04735286967711211,Inf,15.0
lossy,0.0,15.0,300.0,214.57915319229187,119.23648499820028,4900.0,-2095.1189713674917,-0.06536587306160248,Inf,15.0
lossy,0.0,15.0,350.0,214.57915319229187,119.23648499820028,5650.0,-2845.1189713674908,-0.08000697546408994,Inf,15.0
lossy,0.0,15.0,400.0,214.57915319229187,119.23648499820028,6400.0,-3595.1189713674903,-0.09227946413266584,Inf,15.0
lossy,0.0,20.0,100.0,246.43433978353096,104.67634572474847,2400.0,821.2775294297961,0.041431020078608716,10.725201974311373,15.0
lossy,0.0,20.0,150.0,246.43433978353096,104.67634572474847,3400.0,-178.7224705702033,-0.006998288679258791,Inf,15.0
lossy,0.0,20.0,200.0,246.43433978353096,104.67634572474847,4400.0,-1178.7224705702038,-0.03828814232589142,Inf,15.0
lossy,0.0,20.0,250.0,246.43433978353096,104.67634572474847,5400.0,-2178.722470570205,-0.060991488557342044,Inf,15.0
lossy,0.0,20.0,300.0,246.43433978353096,104.67634572474847,6400.0,-3178.722470570204,-0.07862076750566763,Inf,15.0
lossy,0.0,20.0,350.0,246.43433978353096,104.67634572474847,7400.0,-4178.722470570204,-0.09293210615679162,Inf,15.0
lossy,0.0,20.0,400.0,246.43433978353096,104.67634572474847,8400.0,-5178.722470570204,-0.10491975324955621,Inf,15.0
lossy,0.0,25.0,100.0,271.2105590413032,92.67432117715582,2900.0,645.1409911104771,0.027623050378479033,11.910875485346105,15.0
lossy,0.0,25.0,150.0,271.2105590413032,92.67432117715582,4150.0,-604.8590088895227,-0.0199651117650098,Inf,15.0
lossy,0.0,25.0,200.0,271.2105590413032,92.67432117715582,5400.0,-1854.8590088895226,-0.05058368984310284,Inf,15.0
lossy,0.0,25.0,250.0,271.2105590413032,92.67432117715582,6650.0,-3104.8590088895226,-0.07276843593115392,Inf,15.0
lossy,0.0,25.0,300.0,271.2105590413032,92.67432117715582,7900.0,-4354.859008889522,-0.08998709138385483,Inf,15.0
lossy,0.0,25.0,350.0,271.2105590413032,92.67432117715582,9150.0,-5604.85900888952,-0.1039642240386866,Inf,15.0
lossy,0.0,25.0,400.0,271.2105590413032,92.67432117715582,10400.0,-6854.859008889521,-0.11567331624971747,Inf,15.0
lossy,3.0,2.5,100.0,154.54390720365814,282.8929213827673,650.0,1370.1276170468882,0.2073613601326223,4.351630159856103,15.0
lossy,3.0,2.5,150.0,154.54390720365814,282.8929213827673,775.0,1245.1276170468882,0.16439209222885887,5.2332017715472565,15.0
lossy,3.0,2.5,200.0,154.54390720365814,282.8929213827673,900.0,1120.1276170468884,0.13195708348264357,6.130617776318743,15.0
lossy,3.0,2.5,250.0,154.54390720365814,282.8929213827673,1025.0,995.1276170468884,0.10630751580141798,7.044574208702081,15.0
lossy,3.0,2.5,300.0,154.54390720365814,282.8929213827673,1150.0,870.1276170468884,0.08532081347275827,7.976273135446261,15.0
lossy,3.0,2.5,350.0,154.54390720365814,282.8929213827673,1275.0,745.1276170468885,0.06769883245383419,8.926502104275961,15.0
lossy,3.0,2.5,400.0,154.54390720365814,282.8929213827673,1400.0,620.1276170468884,0.05259909682785968,9.895117647786988,15.0
lossy,3.0,10.0,100.0,372.37814649126153,201.43564175434258,1400.0,3467.5576496225863,0.23799601252061617,3.870405954960334,15.0
lossy,3.0,10.0,150.0,372.37814649126153,201.43564175434258,1900.0,2967.5576496225863,0.1604582267681371,5.330095377228354,15.0
lossy,3.0,10.0,200.0,372.37814649126153,201.43564175434258,2400.0,2467.5576496225867,0.11177354935880765,6.8321800924996055,15.0
lossy,3.0,10.0,250.0,372.37814649126153,201.43564175434258,2900.0,1967.5576496225867,0.07741589587817538,8.383107383053481,15.0
lossy,3.0,10.0,300.0,372.37814649126153,201.43564175434258,3400.0,1467.5576496225863,0.05136340867310417,9.980982168218093,15.0
lossy,3.0,10.0,350.0,372.37814649126153,201.43564175434258,3900.0,967.5576496225865,0.030632585312084126,11.636658265958465,15.0
lossy,3.0,10.0,400.0,372.37814649126153,201.43564175434258,4400.0,467.55764962258655,0.013558571925774403,13.347278931478865,15.0
lossy,3.0,12.5,100.0,397.51563698296354,177.51727837227656,1650.0,3546.143484447001,0.21082510594755147,4.291844540147793,15.0
lossy,3.0,12.5,150.0,397.51563698296354,177.51727837227656,2275.0,2921.143484447001,0.13556343524638803,6.017118562828521,15.0
lossy,3.0,12.5,200.0,397.51563698296354,177.51727837227656,2900.0,2296.143484447001,0.0888284584733878,7.808163260347761,15.0
lossy,3.0,12.5,250.0,397.51563698296354,177.51727837227656,3525.0,1671.1434844470004,0.05597708858842787,9.665625533847601,15.0
lossy,3.0,12.5,300.0,397.51563698296354,177.51727837227656,4150.0,1046.1434844470004,0.03109846486680618,11.594966618390979,15.0
lossy,3.0,12.5,350.0,397.51563698296354,177.51727837227656,4775.0,421.1434844470003,0.011304291359021425,13.602356380946404,15.0
lossy,3.0,12.5,400.0,397.51563698296354,177.51727837227656,5400.0,-203.85651555299938,-0.0050046067329612325,Inf,15.0
lossy,3.0,20.0,100.0,445.0334910531219,133.4326402464045,2400.0,3417.2752459433123,0.1481995640733384,5.651486721721899,15.0
lossy,3.0,20.0,150.0,445.0334910531219,133.4326402464045,3400.0,2417.2752459433127,0.08071999298274073,8.20925402203929,15.0
lossy,3.0,20.0,200.0,445.0334910531219,133.4326402464045,4400.0,1417.2752459433127,0.0391572324000594,10.90632889983366,15.0
lossy,3.0,20.0,250.0,445.0334910531219,133.4326402464045,5400.0,417.2752459433127,0.009931491430195876,13.760755113938764,15.0
lossy,3.0,20.0,300.0,445.0334910531219,133.4326402464045,6400.0,-582.7247540566866,-0.012261097922444208,Inf,15.0
lossy,3.0,20.0,350.0,445.0334910531219,133.4326402464045,7400.0,-1582.7247540566864,-0.02997622044002049,Inf,15.0
lossy,3.0,20.0,400.0,445.0334910531219,133.4326402464045,8400.0,-2582.724754056687,-0.04462028849765992,Inf,15.0
lossy,3.0,25.0,100.0,465.09893983255006,112.80911902747155,2900.0,3179.561659954742,0.11821414860749194,6.5953107460954605,15.0
lossy,3.0,25.0,150.0,465.09893983255006,112.80911902747155,4150.0,1929.561659954742,0.054990054567881475,9.731900907822174,15.0
lossy,3.0,25.0,200.0,465.09893983255006,112.80911902747155,5400.0,679.5616599547417,0.015980305170461916,13.080039662525083,15.0
lossy,3.0,25.0,250.0,465.09893983255006,112.80911902747155,6650.0,-570.4383400452579,-0.01153299140220048,Inf,15.0
lossy,3.0,25.0,300.0,465.09893983255006,112.80911902747155,7900.0,-1820.4383400452589,-0.03248593414602631,Inf,15.0
lossy,3.0,25.0,350.0,465.09893983255006,112.80911902747155,9150.0,-3070.438340045257,-0.04925442069773346,Inf,15.0
lossy,3.0,25.0,400.0,465.09893983255006,112.80911902747155,10400.0,-4320.438340045258,-0.06314681586089185,Inf,15.0
lossy,6.0,5.0,100.0,298.29277590026635,282.5359507433689,900.0,2999.147403900003,0.3070254839634436,3.0815667269203035,15.0
lossy,6.0,5.0,150.0,298.29277590026635,282.5359507433689,1150.0,2749.1474039000027,0.2308925558094324,3.9720362210545663,15.0
lossy,6.0,5.0,200.0,298.29277590026635,282.5359507433689,1400.0,2499.1474039000027,0.17990854920213667,4.880107872641663,15.0
lossy,6.0,5.0,250.0,298.29277590026635,282.5359507433689,1650.0,2249.1474039000027,0.14273903706868163,5.804847156729584,15.0
lossy,6.0,5.0,300.0,298.29277590026635,282.5359507433689,1900.0,1999.1474039000027,0.11405005414743524,6.746972672374346,15.0
lossy,6.0,5.0,350.0,298.29277590026635,282.5359507433689,2150.0,1749.1474039000027,0.09098917871802989,7.707225407251285,15.0
lossy,6.0,5.0,400.0,298.29277590026635,282.5359507433689,2400.0,1499.147403900003,0.07188422094942887,8.686369352184686,15.0
lossy,6.0,10.0,100.0,467.96518989211796,249.03349020787437,1400.0,4717.027976210517,0.3099594599770762,3.0544793347055115,15.0
lossy,6.0,10.0,150.0,467.96518989211796,249.03349020787437,1900.0,4217.027976210517,0.21670145931116397,4.193565934345477,15.0
lossy,6.0,10.0,200.0,467.96518989211796,249.03349020787437,2400.0,3717.027976210517,0.1593019187050731,5.359131504177032,15.0
lossy,6.0,10.0,250.0,467.96518989211796,249.03349020787437,2900.0,3217.027976210517,0.11942504465644896,6.552198889880787,15.0
lossy,6.0,10.0,300.0,467.96518989211796,249.03349020787437,3400.0,2717.0279762105174,0.08955888546898386,7.773821657631516,15.0
lossy,6.0,10.0,350.0,467.96518989211796,249.03349020787437,3900.0,2217.027976210518,0.06602741538054824,9.02559685917112,15.0
lossy,6.0,10.0,400.0,467.96518989211796,249.03349020787437,4400.0,1717.0279762105179,0.046802743698487984,10.313373668140372,15.0
lossy,6.0,15.0,100.0,581.325282066583,216.97379323093077,1900.0,5698.819507279022,0.2804171702637427,3.3484877580606405,15.0
lossy,6.0,15.0,150.0,581.325282066583,216.97379323093077,2650.0,4948.819507279022,0.18698300370998822,4.733934021392578,15.0
lossy,6.0,15.0,200.0,581.325282066583,216.97379323093077,3400.0,4198.819507279022,0.1310724277372287,6.158971733577008,15.0
lossy,6.0,15.0,250.0,581.325282066583,216.97379323093077,4150.0,3448.8195072790227,0.0927161183902347,7.627947203612164,15.0
lossy,6.0,15.0,300.0,581.325282066583,216.97379323093077,4900.0,2698.819507279022,0.06416453963943634,9.139615280944625,15.0
lossy,6.0,15.0,350.0,581.325282066583,216.97379323093077,5650.0,1948.8195072790234,0.041738147449661034,10.701053374897226,15.0
lossy,6.0,15.0,400.0,581.325282066583,216.97379323093077,6400.0,1198.8195072790224,0.02344398631080162,12.312422262252486,15.0
lossy,6.0,20.0,100.0,658.9608247079275,190.58867418612263,2400.0,6213.635986245908,0.24718683417372395,3.7455419819790268,15.0
lossy,6.0,20.0,150.0,658.9608247079275,190.58867418612263,3400.0,5213.635986245908,0.15794693972114598,5.393484568362026,15.0
lossy,6.0,20.0,200.0,658.9608247079275,190.58867418612263,4400.0,4213.635986245908,0.10503893459404871,7.096134256120411,15.0
lossy,6.0,20.0,250.0,658.9608247079275,190.58867418612263,5400.0,3213.6359862459076,0.06881679657813658,8.861429029139707,15.0
lossy,6.0,20.0,300.0,658.9608247079275,190.58867418612263,6400.0,2213.635986245908,0.04184592385019009,10.692596878207013,15.0
lossy,6.0,20.0,350.0,658.9608247079275,190.58867418612263,7400.0,1213.6359862459085,0.020637573503348335,12.593384592243863,15.0
lossy,6.0,20.0,400.0,658.9608247079275,190.58867418612263,8400.0,213.635986245908,0.003313215098440255,14.569820457131783,15.0
lossy,6.0,30.0,100.0,725.9552553496794,143.19236592138313,3400.0,6089.356692267581,0.18041541650794662,4.869384133571323,15.0
lossy,6.0,30.0,150.0,725.9552553496794,143.19236592138313,4900.0,4589.356692267581,0.10301206885423878,7.179702069148658,15.0
lossy,6.0,30.0,200.0,725.9552553496794,143.19236592138313,6400.0,3089.35669226758,0.05690753968555323,9.603729893252751,15.0
lossy,6.0,30.0,250.0,725.9552553496794,143.19236592138313,7900.0,1589.3566922675798,0.025100392035898783,12.150435912408057,15.0
lossy,6.0,30.0,300.0,725.9552553496794,143.19236592138313,9400.0,89.35669226757989,0.0012437098927306936,14.836675186550565,15.0
lossy,6.0,30.0,350.0,725.9552553496794,143.19236592138313,10900.0,-1410.64330773242,-0.017635669147276246,Inf,15.0
lossy,6.0,30.0,400.0,725.9552553496794,143.19236592138313,12400.0,-2910.64330773242,-0.03314227502412741,Inf,15.0
lossy,9.0,7.5,100.0,409.0937339916813,282.2700214399505,1150.0,4197.487098979383,0.33217664039972994,2.865359953814095,15.0
lossy,9.0,7.5,150.0,409.0937339916813,282.2700214399505,1525.0,3822.4870989793826,0.24043598925536566,3.836547735725744,15.0
lossy,9.0,7.5,200.0,409.0937339916813,282.2700214399505,1900.0,3447.4870989793826,0.18243606521640454,4.827023748655105,15.0
lossy,9.0,7.5,250.0,409.0937339916813,282.2700214399505,2275.0,3072.487098979383,0.14160325950286276,5.837587267428428,15.0
lossy,9.0,7.5,300.0,409.0937339916813,282.2700214399505,2650.0,2697.487098979383,0.11080171743108841,6.86906215691859,15.0
lossy,9.0,7.5,350.0,409.0937339916813,282.2700214399505,3025.0,2322.4870989793826,0.0864349231008554,7.922297542827995,15.0
lossy,9.0,7.5,400.0,409.0937339916813,282.2700214399505,3400.0,1947.4870989793828,0.066481142436487,8.998168499608791,15.0
lossy,9.0,12.5,100.0,574.2979726576351,257.2808500783363,1650.0,5856.961717040539,0.3242532917180437,2.9298969194060294,15.0
lossy,9.0,12.5,150.0,574.2979726576351,257.2808500783363,2275.0,5231.961717040541,0.22337854582696298,4.086479816475509,15.0
lossy,9.0,12.5,200.0,574.2979726576351,257.2808500783363,2900.0,4606.961717040541,0.16281102735931424,5.2717973719285,15.0
lossy,9.0,12.5,250.0,574.2979726576351,257.2808500783363,3525.0,3981.961717040541,0.12132394076678557,6.485467547380623,15.0
lossy,9.0,12.5,300.0,574.2979726576351,257.2808500783363,4150.0,3356.9617170405404,0.09052874573146588,7.7285704091394445,15.0
lossy,9.0,12.5,350.0,574.2979726576351,257.2808500783363,4775.0,2731.961717040541,0.06641275025886383,9.002263570592065,15.0
lossy,9.0,12.5,400.0,574.2979726576351,257.2808500783363,5400.0,2106.9617170405404,0.04679658400856619,10.31383337008155,15.0
lossy,9.0,15.0,100.0,644.4216705031498,246.28190658050698,1900.0,6523.586779719315,0.3150514902614668,3.008478668009781,15.0
lossy,9.0,15.0,150.0,644.4216705031498,246.28190658050698,2650.0,5773.586779719315,0.21329678925039494,4.250032792265415,15.0
lossy,9.0,15.0,200.0,644.4216705031498,246.28190658050698,3400.0,5023.586779719315,0.1529894243510159,5.5222673936176925,15.0
lossy,9.0,15.0,250.0,644.4216705031498,246.28190658050698,4150.0,4273.586779719314,0.11192833289847492,6.826334130805146,15.0
lossy,9.0,15.0,300.0,644.4216705031498,246.28190658050698,4900.0,3523.5867797193137,0.08154323433709801,8.16675397024241,15.0
lossy,9.0,15.0,350.0,644.4216705031498,246.28190658050698,5650.0,2773.5867797193127,0.05778825647095909,9.545655822867678,15.0
lossy,9.0,15.0,400.0,644.4216705031498,246.28190658050698,6400.0,2023.5867797193127,0.038483790733673626,10.960778261743272,15.0
lossy,9.0,25.0,100.0,830.9833059415992,202.57195491061574,2900.0,7962.235567950054,0.2599333755430381,3.5837719271414814,15.0
lossy,9.0,25.0,150.0,830.9833059415992,202.57195491061574,4150.0,6712.235567950055,0.165337944573597,5.210331834648979,15.0
lossy,9.0,25.0,200.0,830.9833059415992,202.57195491061574,5400.0,5462.235567950055,0.11019331585160609,6.892308329068116,15.0
lossy,9.0,25.0,250.0,830.9833059415992,202.57195491061574,6650.0,4212.235567950055,0.07279115936263444,8.635569034080747,15.0
lossy,9.0,25.0,300.0,830.9833059415992,202.57195491061574,7900.0,2962.235567950055,0.04510503483319152,10.441147785927678,15.0
lossy,9.0,25.0,350.0,830.9833059415992,202.57195491061574,9150.0,1712.2355679500554,0.02342170783824537,12.314620176317812,15.0
lossy,9.0,25.0,400.0,830.9833059415992,202.57195491061574,10400.0,462.2355679500538,0.005760985667665412,14.261915641953182,15.0
lossy,9.0,30.0,100.0,893.9303554280319,184.5798309874667,3400.0,8285.050749603168,0.23470240189730582,3.9169524246960266,15.0
lossy,9.0,30.0,150.0,893.9303554280319,184.5798309874667,4900.0,6785.05074960317,0.14468413610223815,5.749458576988477,15.0
lossy,9.0,30.0,200.0,893.9303554280319,184.5798309874667,6400.0,5285.05074960317,0.09219807061374917,7.651600560435043,15.0
lossy,9.0,30.0,250.0,893.9303554280319,184.5798309874667,7900.0,3785.0507496031696,0.056520543839858356,9.629405702268771,15.0
lossy,9.0,30.0,300.0,893.9303554280319,184.5798309874667,9400.0,2285.05074960317,0.03004774843480499,11.689279986077157,15.0
lossy,9.0,30.0,350.0,893.9303554280319,184.5798309874667,10900.0,785.0507496031693,0.009269101132400353,13.838029030607727,15.0
lossy,9.0,30.0,400.0,893.9303554280319,184.5798309874667,12400.0,-714.9492503968308,-0.007687563386927875,Inf,15.0
lossy,12.0,2.5,100.0,169.15179360138416,313.64630275423923,650.0,1561.075259517464,0.23180774222411848,3.9586804614438105,15.0
lossy,12.0,2.5,150.0,169.15179360138416,313.64630275423923,775.0,1436.075259517464,0.18574320199650618,4.759015367526427,15.0
lossy,12.0,2.5,200.0,169.15179360138416,313.64630275423923,900.0,1311.0752595174638,0.15113864247660774,5.571626050508106,15.0
lossy,12.0,2.5,250.0,169.15179360138416,313.64630275423923,1025.0,1186.0752595174638,0.12388585787099139,6.39709672164667,15.0
lossy,12.0,2.5,300.0,169.15179360138416,313.64630275423923,1150.0,1061.075259517464,0.10166580523046825,7.236030324780682,15.0
lossy,12.0,2.5,350.0,169.15179360138416,313.64630275423923,1275.0,936.075259517464,0.08306466118798875,8.089049057604608,15.0
lossy,12.0,2.5,400.0,169.15179360138416,313.64630275423923,1400.0,811.0752595174638,0.067167713655549,8.957659008290156,15.0
lossy,12.0,5.0,100.0,305.4504116835127,300.3791689901873,900.0,3092.7087611875754,0.3152795695965551,3.0064476180347963,15.0
lossy,12.0,5.0,150.0,305.4504116835127,300.3791689901873,1150.0,2842.708761187576,0.23759288282836216,3.8760506930341965,15.0
lossy,12.0,5.0,200.0,305.4504116835127,300.3791689901873,1400.0,2592.708761187576,0.1856519030947401,4.760871191871016,15.0
lossy,12.0,5.0,250.0,305.4504116835127,300.3791689901873,1650.0,2342.7087611875754,0.14783757834444933,5.661450273878589,15.0
lossy,12.0,5.0,300.0,305.4504116835127,300.3791689901873,1900.0,2092.708761187576,0.11868543837729581,6.5784791180039734,15.0
lossy,12.0,5.0,350.0,305.4504116835127,300.3791689901873,2150.0,1842.7087611875756,0.09527571423195463,7.512670551238234,15.0
lossy,12.0,5.0,400.0,305.4504116835127,300.3791689901873,2400.0,1592.7087611875759,0.0758982582644955,8.46475964433878,15.0
lossy,12.0,7.5,100.0,413.55053792780313,290.6126334008171,1150.0,4255.744411597074,0.3361712902929047,2.8338158785452023,15.0
lossy,12.0,7.5,150.0,413.55053792780313,290.6126334008171,1525.0,3880.744411597074,0.24356666420289905,3.7938638716751125,15.0
lossy,12.0,7.5,200.0,413.55053792780313,290.6126334008171,1900.0,3505.744411597074,0.18506851066189023,4.772758548456912,15.0
lossy,12.0,7.5,250.0,413.55053792780313,290.6126334008171,2275.0,3130.744411597074,0.14391403887657128,5.771285801020861,15.0
lossy,12.0,7.5,300.0,413.55053792780313,290.6126334008171,2650.0,2755.744411597074,0.11288813257767966,6.790255749212803,15.0
lossy,12.0,7.5,350.0,413.55053792780313,290.6126334008171,3025.0,2380.744411597074,0.08835586520041594,7.830503402161842,15.0
lossy,12.0,7.5,400.0,413.55053792780313,290.6126334008171,3400.0,2005.744411597074,0.06827482769411855,8.892889336760106,15.0
lossy,12.0,12.5,100.0,588.107784002596,268.88243684392495,1650.0,6037.477285651082,0.33289361496483705,2.8596503163406766,15.0
lossy,12.0,12.5,150.0,588.107784002596,268.88243684392495,2275.0,5412.477285651081,0.22994700585516964,3.9859184192964765,15.0
lossy,12.0,12.5,200.0,588.107784002596,268.88243684392495,2900.0,4787.477285651081,0.16826333720188347,5.1406193268540505,15.0
lossy,12.0,12.5,250.0,588.107784002596,268.88243684392495,3525.0,4162.477285651081,0.1260838314190039,6.322764307096516,15.0
lossy,12.0,12.5,300.0,588.107784002596,268.88243684392495,4150.0,3537.4772856510804,0.09481760593003337,7.53310986573836,15.0
lossy,12.0,12.5,350.0,588.107784002596,268.88243684392495,4775.0,2912.4772856510804,0.0703599025852764,8.772731184663337,15.0
lossy,12.0,12.5,400.0,588.107784002596,268.88243684392495,5400.0,2287.47728565108,0.05048390107664823,10.04360774018668,15.0
lossy,12.0,20.0,100.0,788.3073604987235,241.05767445541224,2400.0,7904.395032320718,0.3039318830789738,3.110602054191045,15.0
lossy,12.0,20.0,150.0,788.3073604987235,241.05767445541224,3400.0,6904.395032320717,0.20085933395809089,4.467759539206035,15.0
lossy,12.0,20.0,200.0,788.3073604987235,241.05767445541224,4400.0,5904.395032320716,0.14082224094900422,5.860273472149922,15.0
lossy,12.0,20.0,250.0,788.3073604987235,241.05767445541224,5400.0,4904.395032320717,0.10026509850335624,7.295345122151282,15.0
lossy,12.0,20.0,300.0,788.3073604987235,241.05767445541224,6400.0,3904.395032320716,0.07037224744919365,8.77202678994112,15.0
lossy,12.0,20.0,350.0,788.3073604987235,241.05767445541224,7400.0,2904.395032320716,0.047052448117810515,10.294761734198033,15.0
lossy,12.0,20.0,400.0,788.3073604987235,241.05767445541224,8400.0,1904.3950323207164,0.028124421425826197,11.864596755079155,15.0
lossy,12.0,25.0,100.0,892.3541295137658,224.2728298798954,2900.0,8764.447041843161,0.2822516010814615,3.3287648782481587,15.0
lossy,12.0,25.0,150.0,892.3541295137658,224.2728298798954,4150.0,7514.44704184316,0.18211304330582373,4.8337538915143075,15.0
lossy,12.0,25.0,200.0,892.3541295137658,224.2728298798954,5400.0,6264.44704184316,0.12415862364778141,6.387798397266322,15.0
lossy,12.0,25.0,250.0,892.3541295137658,224.2728298798954,6650.0,5014.447041843159,0.08506213952129364,7.988883532748731,15.0
lossy,12.0,25.0,300.0,892.3541295137658,224.2728298798954,7900.0,3764.44704184316,0.056239262110704485,9.64812846573408,15.0
lossy,12.0,25.0,350.0,892.3541295137658,224.2728298798954,9150.0,2514.44704184316,0.033736766904879915,11.362598839310857,15.0
lossy,12.0,25.0,400.0,892.3541295137658,224.2728298798954,10400.0,1264.4470418431597,0.015454934329713642,13.137428187909496,15.0
low-mileage,0.0,2.5,100.0,93.24902724146762,276.87753156588894,650.0,568.9088434590027,0.09705412355488527,7.434106297407592,15.0
low-mileage,0.0,2.5,150.0,93.24902724146762,276.87753156588894,775.0,443.90884345900264,0.0664806473069893,8.998197808973169,15.0
low-mileage,0.0,2.5,200.0,93.24902724146762,276.87753156588894,900.0,318.9088434590026,0.04279756931237893,10.618323793848461,15.0
low-mileage,0.0,2.5,250.0,93.24902724146762,276.87753156588894,1025.0,193.90884345900253,0.023667156447877404,12.290433414625841,15.0
low-mileage,0.0,2.5,300.0,93.24902724146762,276.87753156588894,1150.0,68.90884345900244,0.007735594692221584,14.019459376139842,15.0
low-mileage,0.0,2.5,350.0,93.24902724146762,276.87753156588894,1275.0,-56.091156540997545,-0.005842520912790462,Inf,15.0
low-mileage,0.0,2.5,400.0,93.24902724146762,276.87753156588894,1400.0,-181.09115654099753,-0.017626308690562434,Inf,15.0
low-mileage,0.0,5.0,100.0,155.2167416940348,237.79786074648064,900.0,1128.922603276403,0.13285268391537547,6.102120467373131,15.0
low-mileage,0.0,5.0,150.0,155.2167416940348,237.79786074648064,1150.0,878.9226032764032,0.08608654730850498,7.939116780245066,15.0
low-mileage,0.0,5.0,200.0,155.2167416940348,237.79786074648064,1400.0,628.9226032764029,0.0532833235708676,9.848018705967753,15.0
low-mileage,0.0,5.0,250.0,155.2167416940348,237.79786074648064,1650.0,378.92260327640287,0.02847021217880178,11.832818806514084,15.0
low-mileage,0.0,5.0,300.0,155.2167416940348,237.79786074648064,1900.0,128.92260327640275,0.008741886373818434,13.899930953367365,15.0
low-mileage,0.0,5.0,350.0,155.2167416940348,237.79786074648064,2150.0,-121.07739672359735,-0.007505675997357511,Inf,15.0
low-mileage,0.0,5.0,400.0,155.2167416940348,237.79786074648064,2400.0,-371.0773967235976,-0.021240587271561313,Inf,15.0
low-mileage,0.0,10.0,100.0,231.4378499120162,185.76833020441015,1400.0,1625.2502392158358,0.1242338715394248,6.38523697128038,15.0
low-mileage,0.0,10.0,150.0,231.4378499120162,185.76833020441015,1900.0,1125.2502392158356,0.06851623090141964,8.878856407171728,15.0
low-mileage,0.0,10.0,200.0,231.4378499120162,185.76833020441015,2400.0,625.2502392158354,0.03208104765020374,11.50768856877691,15.0
low-mileage,0.0,10.0,250.0,231.4378499120162,185.76833020441015,2900.0,125.25023921583508,0.005600032870967711,14.281909604091487,15.0
low-mileage,0.0,10.0,300.0,231.4378499120162,185.76833020441015,3400.0,-374.7497607841648,-0.014929874048942277,Inf,15.0
low-mileage,0.0,10.0,350.0,231.4378499120162,185.76833020441015,3900.0,-874.7497607841643,-0.031551212675053134,Inf,15.0
low-mileage,0.0,10.0,400.0,231.4378499120162,185.76833020441015,4400.0,-1374.7497607841642,-0.045432194510158924,Inf,15.0
low-mileage,0.0,12.5,100.0,255.85004914468618,167.18573008940382,1650.0,1694.3553968056406,0.11165327744636891,6.836727938127021,15.0
low-mileage,0.0,12.5,150.0,255.85004914468618,167.18573008940382,2275.0,1069.3553968056403,0.055540937047894604,9.69483276524752,15.0
low-mileage,0.0,12.5,200.0,255.85004914468618,167.18573008940382,2900.0,444.35539680564034,0.019330158176353453,12.727141982552718,15.0
low-mileage,0.0,12.5,250.0,255.85004914468618,167.18573008940382,3525.0,-180.64460319435935,-0.006820109964091953,Inf,15.0
